keyword_id,canonical_keyword,variations,cell,segment,factor,occupation_group,best_stage,national_zero_months,regional_final_tier,active_v25,recommended_action
TP051,ขายเสื้อผ้าตลาดนัด,ขายเสื้อผ้าตลาดนัด รายได้ | ขายเสื้อผ้าตลาดนัด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,3,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP052,ขายของมือสองตลาดนัด,ขายของมือสองตลาดนัด รายได้ | ขายของมือสองตลาดนัด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,42,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP053,ขายน้ำตลาดนัด,ขายน้ำตลาดนัด รายได้ | ขายน้ำตลาดนัด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,37,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP054,ขายหมูปิ้ง,ขายหมูปิ้ง รายได้ | ขายหมูปิ้ง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP055,ขายลูกชิ้นทอด,ขายลูกชิ้นทอด รายได้ | ขายลูกชิ้นทอด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP056,ขายไก่ทอด,ขายไก่ทอด รายได้ | ขายไก่ทอด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP057,ขายข้าวเหนียวหมูปิ้ง,ขายข้าวเหนียวหมูปิ้ง รายได้ | ขายข้าวเหนียวหมูปิ้ง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,53,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP058,เปิดร้านอาหารตามสั่ง,เปิดร้านอาหารตามสั่ง รายได้ | เปิดร้านอาหารตามสั่ง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP059,เปิดร้านก๋วยเตี๋ยว,เปิดร้านก๋วยเตี๋ยว รายได้ | เปิดร้านก๋วยเตี๋ยว เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP060,เปิดร้านกาแฟเล็กๆ,เปิดร้านกาแฟเล็กๆ รายได้ | เปิดร้านกาแฟเล็กๆ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,20,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP061,เปิดร้านน้ำปั่น,เปิดร้านน้ำปั่น รายได้ | เปิดร้านน้ำปั่น เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,40,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP062,เปิดร้านชานม,เปิดร้านชานม รายได้ | เปิดร้านชานม เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,9,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP063,เปิดร้านข้าวแกง,เปิดร้านข้าวแกง รายได้ | เปิดร้านข้าวแกง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,13,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP064,เปิดร้านส้มตำ,เปิดร้านส้มตำ รายได้ | เปิดร้านส้มตำ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP065,เปิดร้านหมูกระทะ,เปิดร้านหมูกระทะ รายได้ | เปิดร้านหมูกระทะ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP066,เปิดร้านซักผ้า,เปิดร้านซักผ้า รายได้ | เปิดร้านซักผ้า เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP067,เปิดร้านเสริมสวย,เปิดร้านเสริมสวย รายได้ | เปิดร้านเสริมสวย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP068,เปิดร้านซ่อมรถ,เปิดร้านซ่อมรถ รายได้ | เปิดร้านซ่อมรถ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP069,รับงานก่อสร้าง,รับงานก่อสร้าง รายได้ | รับงานก่อสร้าง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP070,รับงานปูกระเบื้อง,รับงานปูกระเบื้อง รายได้ | รับงานปูกระเบื้อง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP071,รับงานทาสี,รับงานทาสี รายได้ | รับงานทาสี เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,53,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP072,รับงานช่างไฟ,รับงานช่างไฟ รายได้ | รับงานช่างไฟ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP073,รับงานช่างประปา,รับงานช่างประปา รายได้ | รับงานช่างประปา เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP074,รับงานช่างแอร์,รับงานช่างแอร์ รายได้ | รับงานช่างแอร์ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,58,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP075,รับงานช่างไม้,รับงานช่างไม้ รายได้ | รับงานช่างไม้ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP076,รับงานช่างเชื่อม,รับงานช่างเชื่อม รายได้ | รับงานช่างเชื่อม เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,49,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP077,รับงานซ่อมบ้าน,รับงานซ่อมบ้าน รายได้ | รับงานซ่อมบ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,56,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP078,รับงานสวน,รับงานสวน รายได้ | รับงานสวน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP079,รับตัดหญ้า,รับตัดหญ้า รายได้ | รับตัดหญ้า เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP080,รับงานแม่บ้าน,รับงานแม่บ้าน รายได้ | รับงานแม่บ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP081,รับซักรีด,รับซักรีด รายได้ | รับซักรีด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP082,รับเลี้ยงเด็ก,รับเลี้ยงเด็ก รายได้ | รับเลี้ยงเด็ก เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP083,รับดูแลผู้สูงอายุ,รับดูแลผู้สูงอายุ รายได้ | รับดูแลผู้สูงอายุ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP084,รับทำอาหารกล่อง,รับทำอาหารกล่อง รายได้ | รับทำอาหารกล่อง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,25,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP085,รับทำขนม,รับทำขนม รายได้ | รับทำขนม เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP086,รับทำหมูปิ้ง,รับทำหมูปิ้ง รายได้ | รับทำหมูปิ้ง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP087,รับทำโต๊ะจีน,รับทำโต๊ะจีน รายได้ | รับทำโต๊ะจีน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP088,รับจ้างล้างจาน,รับจ้างล้างจาน รายได้ | รับจ้างล้างจาน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,61,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP089,รับจ้างล้างรถ,รับจ้างล้างรถ รายได้ | รับจ้างล้างรถ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP090,รับขนของ,รับขนของ รายได้ | รับขนของ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP091,รับจ้างย้ายบ้าน,รับจ้างย้ายบ้าน รายได้ | รับจ้างย้ายบ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,9,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP092,ขับวินมอเตอร์ไซค์,ขับวินมอเตอร์ไซค์ รายได้ | ขับวินมอเตอร์ไซค์ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,41,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP093,ขับแท็กซี่,ขับแท็กซี่ รายได้ | ขับแท็กซี่ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP094,ขับรถรับจ้าง,ขับรถรับจ้าง รายได้ | ขับรถรับจ้าง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP095,ขับรถสองแถว,ขับรถสองแถว รายได้ | ขับรถสองแถว เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,24,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP096,รับจ้างเกี่ยวข้าว,รับจ้างเกี่ยวข้าว รายได้ | รับจ้างเกี่ยวข้าว เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,58,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP097,รับจ้างดำนา,รับจ้างดำนา รายได้ | รับจ้างดำนา เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP098,รับจ้างเก็บมัน,รับจ้างเก็บมัน รายได้ | รับจ้างเก็บมัน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP099,รับจ้างกรีดยาง,รับจ้างกรีดยาง รายได้ | รับจ้างกรีดยาง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP100,รับจ้างตัดอ้อย,รับจ้างตัดอ้อย รายได้ | รับจ้างตัดอ้อย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP101,เลี้ยงไก่ขาย,เลี้ยงไก่ขาย รายได้ | เลี้ยงไก่ขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP102,เลี้ยงหมูขาย,เลี้ยงหมูขาย รายได้ | เลี้ยงหมูขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,19,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP103,เลี้ยงปลาขาย,เลี้ยงปลาขาย รายได้ | เลี้ยงปลาขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP104,ปลูกผักขาย,ปลูกผักขาย รายได้ | ปลูกผักขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP105,ขายผักตลาด,ขายผักตลาด รายได้ | ขายผักตลาด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP106,ขายผลไม้ตลาด,ขายผลไม้ตลาด รายได้ | ขายผลไม้ตลาด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP107,ขายอาหารหน้าโรงงาน,ขายอาหารหน้าโรงงาน รายได้ | ขายอาหารหน้าโรงงาน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP108,ขายของหน้าโรงเรียน,ขายของหน้าโรงเรียน รายได้ | ขายของหน้าโรงเรียน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,4,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP109,ขายของหน้าโรงพยาบาล,ขายของหน้าโรงพยาบาล รายได้ | ขายของหน้าโรงพยาบาล เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP110,ขายของริมทาง,ขายของริมทาง รายได้ | ขายของริมทาง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,36,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP111,หาบเร่ขายของ,หาบเร่ขายของ รายได้ | หาบเร่ขายของ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP112,แผงลอยขายอาหาร,แผงลอยขายอาหาร รายได้ | แผงลอยขายอาหาร เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP113,ขายกาแฟรถเข็น,ขายกาแฟรถเข็น รายได้ | ขายกาแฟรถเข็น เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP114,ขายน้ำแข็งไส,ขายน้ำแข็งไส รายได้ | ขายน้ำแข็งไส เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP115,ขายโรตี,ขายโรตี รายได้ | ขายโรตี เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP116,ขายเครป,ขายเครป รายได้ | ขายเครป เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP117,ขายขนมครก,ขายขนมครก รายได้ | ขายขนมครก เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,3,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP118,ขายข้าวเหนียวไก่ทอด,ขายข้าวเหนียวไก่ทอด รายได้ | ขายข้าวเหนียวไก่ทอด เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,54,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP119,ขายปลาเผา,ขายปลาเผา รายได้ | ขายปลาเผา เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,5,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP120,ขายกับข้าวถุง,ขายกับข้าวถุง รายได้ | ขายกับข้าวถุง เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,58,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP121,ทำข้าวกล่องขาย,ทำข้าวกล่องขาย รายได้ | ทำข้าวกล่องขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,32,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP122,ทำขนมขาย,ทำขนมขาย รายได้ | ทำขนมขาย เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP123,ขายของวันเสาร์อาทิตย์,ขายของวันเสาร์อาทิตย์ รายได้ | ขายของวันเสาร์อาทิตย์ เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP124,ขายของหลังเลิกงาน,ขายของหลังเลิกงาน รายได้ | ขายของหลังเลิกงาน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,48,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP125,งานรับเหมาเล็ก,งานรับเหมาเล็ก รายได้ | งานรับเหมาเล็ก เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
TP126,รับเหมาต่อเติมบ้าน,รับเหมาต่อเติมบ้าน รายได้ | รับเหมาต่อเติมบ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TP127,รับซ่อมแอร์บ้าน,รับซ่อมแอร์บ้าน รายได้ | รับซ่อมแอร์บ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TP128,รับซ่อมไฟบ้าน,รับซ่อมไฟบ้าน รายได้ | รับซ่อมไฟบ้าน เริ่มต้น,TP,Informal-Traditional,Pull,Traditional informal entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU001,ของแพง ค้าขายไม่ดี,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU002,ขาดทุนเรื้อรัง ร้าน,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU003,ขายของขาดทุน ทำไง,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU004,ขายของริมทาง โดนไล่,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU005,ขายของไม่ดี,,TU,Informal-Traditional,Push,Informal-Vendor,active_v25,0,T3,Y,ใช้ได้แล้วใน Interactive v25
TU006,ขายตลาดไม่คุ้ม,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU007,คนซื้อของน้อยลง,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU008,ค่าเช่า ขึ้น,,TU,Informal-Traditional,Push,Informal-Vendor,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TU009,ตลาดซบเซา,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU010,ต้นทุนสูง กำไรน้อย,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU011,ทิ้งร้าน ไปทำงาน,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU012,ทุนหมด ร้านค้า,,TU,Informal-Traditional,Push,Informal-Vendor,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TU013,ปล่อยเซ้งร้าน,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU014,ปิดกิจการ สรรพากร,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU015,ปิดร้าน ลดหนี้,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU016,ปิดร้านชั่วคราว,,TU,Informal-Traditional,Push,Informal-Vendor,national_pass,8,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TU017,ยกเลิกแผงตลาด,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU018,รับเหมาทิ้งงาน,,TU,Informal-Traditional,Push,Blue-collar,WEAK,57,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU019,รับเหมาเจ๊ง,,TU,Informal-Traditional,Push,Blue-collar,WEAK,57,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU020,ร้านเงียบ ขายไม่ได้,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU021,ร้านเจ๊ง แก้ยังไง,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU022,ลูกค้าน้อย ทำไง,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU023,ลูกหนี้ไม่จ่ายค่าของ,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU024,วินมอเตอร์ไซค์ รายได้น้อย,,TU,Informal-Traditional,Push,Service,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU025,วินเงียบ ไม่มีผู้โดยสาร,,TU,Informal-Traditional,Push,Service,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU026,เงินขาดมือ ร้านค้า,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU027,เงินหมุนไม่ทัน ร้าน,,TU,Informal-Traditional,Push,Informal-Vendor,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TU028,เซ้งกิจการ ขาดทุน,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU029,เซ้งร้าน ด่วน,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU030,เทศกิจไล่ที่,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU031,เปลี่ยนอาชีพ จากแม่ค้า,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU032,เลิกค้าขาย,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,39,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU033,โอนร้าน,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU034,ไม่พอกิน ค้าขาย,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU035,แม่ค้าตลาดขายไม่ดี,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU036,ร้านของชำขายไม่ดี,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU037,ช่างรับเหมาไม่มีงาน,,TU,Informal-Traditional,Push,Blue-collar,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
TU038,ลูกจ้างรายวันไม่มีงาน,,TU,Informal-Traditional,Push,Blue-collar,WEAK,58,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU039,จำนำโฉนดที่ดิน,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU040,ลูกหนี้ ธกส ไม่มีเงินจ่าย,ลูกหนี้ ธกส จ่ายไม่ไหว | ลูกหนี้ ธกส ไม่มีเงินจ่าย,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU041,ขายต่อ ร้าน,,TU,Informal-Traditional,Push,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
TU042,หางานใหม่ แม่ค้า,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU043,เปลี่ยนอาชีพ แม่ค้า,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
TU044,เลิกขาย ทำงานอะไรดี,,TU,Informal-Traditional,Push,Informal-Vendor,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
